Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Stacey Augmon,1992,2006,"['Forward', 'Guard']",80,205.0,"August 1, 1968",['UNLV'],False,False,1001,8.0,3.2,1.6,46.9,15.2,72.8,47.0,13.7,43.8
D.J. Augustin,2009,2022,['Guard'],71,183.0,"November 10, 1987",['Texas'],False,False,976,9.5,1.8,3.9,41.2,38.1,86.7,49.9,14.0,47.7
James Augustine,2007,2008,['Forward'],82,235.0,"February 27, 1984",['Illinois'],False,False,27,1.6,1.2,0.1,51.4,,50.0,51.4,11.1,0.3
Isaac Austin,1992,2002,['Center'],82,255.0,"August 18, 1969",['Arizona State'],False,False,432,7.6,4.7,1.2,44.6,17.6,67.0,44.8,13.0,9.2
Johnny Austin,1967,1968,['Guard'],72,170.0,"August 31, 1944",['Boston College'],False,False,45,7.6,1.6,1.4,37.5,0.0,73.1,37.5,9.3,0.9
Ken Austin,1984,1984,['Forward'],81,205.0,"July 15, 1961",['Rice University'],False,False,7,1.7,0.4,0.1,46.2,,,46.2,5.6,0.0
Deni Avdija,2021,2025,"['Guard', 'Forward']",81,210.0,"January 3, 2001",,False,True,359,11.3,6.2,2.8,46.2,33.7,75.3,52.9,13.1,14.7
Anthony Avent,1993,2000,['Forward'],81,235.0,"October 18, 1969",['Seton Hall'],False,False,352,5.6,4.5,0.8,40.3,0.0,68.6,40.3,8.8,0.3
Bird Averitt,1974,1978,['Guard'],73,170.0,"July 22, 1952",['Pepperdine'],False,False,366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9
William Avery,2000,2002,['Guard'],74,197.0,"August 8, 1979",['Duke'],False,False,142,2.7,0.7,1.4,33.0,25.5,71.4,37.8,7.3,-0.9
Dennis Awtrey,1971,1982,['Center'],82,235.0,"February 22, 1948",['Santa Clara'],False,False,733,4.8,4.6,2.0,45.9,,65.2,45.9,10.5,22.4
Joel Ayayi,2022,2022,['Guard'],77,180.0,"March 5, 2000",['Gonzaga'],False,True,7,0.3,0.4,0.6,16.7,0.0,,16.7,3.4,0.0
Gustavo Ayón,2012,2014,['Center'],82,250.0,"April 1, 1985",,False,False,135,4.7,4.4,1.3,53.6,0.0,50.4,53.6,14.7,5.1
Jeff Ayres,2010,2016,['Forward'],81,240.0,"April 29, 1987",['Arizona State'],False,False,237,2.9,2.7,0.4,55.3,40.0,77.6,55.5,12.4,6.3
Deandre Ayton,2019,2025,['Center'],84,250.0,"July 23, 1998",['Arizona'],False,True,398,16.4,10.5,1.6,59.0,23.0,75.5,59.3,20.0,37.6
Kelenna Azubuike,2007,2012,['Guard'],77,220.0,"December 16, 1983",['Kentucky'],False,False,208,10.5,4.0,1.1,45.9,40.9,77.0,51.9,14.3,9.3
Udoka Azubuike,2021,2024,['Center'],82,280.0,"September 17, 1999",['Kansas'],False,True,84,3.0,2.8,0.2,75.8,,44.4,75.8,15.5,2.0
Chris Babb,2014,2014,['Guard'],77,225.0,"February 14, 1990","['Penn State', ' Iowa State']",False,False,14,1.6,1.2,0.2,26.7,22.2,,36.7,3.7,0.0
Luke Babbitt,2011,2018,['Forward'],81,225.0,"June 20, 1989",['Nevada'],False,False,381,4.8,2.2,0.6,40.8,40.2,74.7,53.2,10.1,7.2
Miloš Babić,1991,1992,"['Center', 'Forward']",84,240.0,"November 23, 1968",['Tennessee Technological University'],False,False,21,1.8,1.0,0.5,37.5,,65.0,37.5,10.9,-0.1
Johnny Bach,1949,1949,"['Forward', 'Guard']",74,180.0,"July 10, 1924",['Fordham'],False,False,34,3.5,,0.7,28.6,,68.0,,,0.8
Dwayne Bacon,2018,2021,['Guard'],78,221.0,"August 30, 1995",['Florida State'],False,False,207,7.3,2.6,1.1,40.2,31.4,78.0,44.7,8.9,0.8
Henry Bacon,1973,1973,['Guard'],75,205.0,"July 5, 1948",['Louisville'],False,False,47,3.5,1.7,0.8,36.6,20.0,60.3,37.2,4.2,-0.1
Ibou Badji,2024,2024,['Center'],85,240.0,"October 13, 2002",,False,True,22,1.5,2.3,0.6,63.6,,50.0,63.6,8.1,0.2
Jim Baechtold,1953,1957,"['Forward', 'Guard']",76,205.0,"December 9, 1927",['Eastern Kentucky University'],False,False,321,9.7,3.1,2.1,38.8,,78.3,,13.2,14.8
Dalibor Bagarić,2001,2003,['Center'],85,255.0,"February 7, 1980",,False,False,95,2.6,2.5,0.4,36.1,0.0,55.9,36.1,7.0,-0.9
John Bagley,1983,1994,['Guard'],72,185.0,"April 23, 1960",['Boston College'],False,False,665,8.7,2.6,6.0,43.7,24.1,77.9,44.8,13.0,16.6
Marcus Bagley,2025,2025,['Forward'],80,215.0,"October 23, 2001",['Arizona State'],False,True,10,6.7,7.0,1.0,39.1,15.6,80.0,42.8,11.8,0.2
Marvin Bagley III,2019,2025,"['Forward', 'Center']",82,235.0,"March 14, 1999",['Duke'],False,True,289,12.0,6.5,0.9,51.8,29.0,69.0,54.1,17.5,12.6
Amari Bailey,2024,2024,['Guard'],77,185.0,"February 17, 2004",['UCLA'],False,True,10,2.3,0.9,0.7,33.3,12.5,85.7,35.4,9.7,-0.1
Carl Bailey,1982,1982,['Center'],84,210.0,"April 23, 1958",['Tuskegee University'],False,False,1,2.0,0.0,0.0,100.0,,,100.0,-6.8,0.0
Gus Bailey,1975,1980,"['Guard', 'Forward']",77,185.0,"February 18, 1951",['Texas-El Paso'],False,False,147,2.6,1.7,1.1,40.6,100.0,51.0,40.8,11.3,0.8
James Bailey,1980,1988,"['Forward', 'Center']",81,220.0,"May 21, 1957",['Rutgers University'],False,False,595,8.8,5.0,0.8,48.4,7.7,70.3,48.4,13.0,16.3
Thurl Bailey,1984,1999,"['Forward', 'Center']",83,215.0,"April 7, 1961",['NC State'],False,False,928,12.8,5.1,1.4,47.3,11.4,81.2,47.3,14.3,45.0
Toby Bailey,1999,2000,['Guard'],78,213.0,"November 19, 1975",['UCLA'],False,False,73,3.3,1.7,0.6,40.7,20.0,69.2,41.4,11.0,1.0
Cameron Bairstow,2015,2016,"['Forward', 'Center']",81,250.0,"December 7, 1990",['New Mexico'],False,False,36,1.2,1.0,0.2,29.6,20.0,84.6,30.6,5.0,-0.1
Jimmie Baker,1976,1976,['Forward'],81,220.0,"December 25, 1953","['UNLV', ' Hawaii']",False,False,5,1.2,2.8,0.8,20.0,,0.0,20.0,-3.2,-0.2
Mark Baker,1999,1999,['Guard'],73,175.0,"November 11, 1969",['Ohio State'],False,False,1,0.0,0.0,0.0,0.0,,,0.0,-46.6,-0.1
Maurice Baker,2005,2005,['Guard'],73,175.0,"July 28, 1979",['Oklahoma State'],False,False,5,0.0,0.4,0.2,0.0,,,0.0,-0.2,0.0
Norm Baker,1947,1947,['Guard'],72,180.0,"February 17, 1923",,False,False,4,0.0,,0.0,0.0,,,,,0.0
Ron Baker,2017,2019,['Guard'],76,220.0,"March 30, 1993",['Wichita State'],False,False,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2
Vin Baker,1994,2006,"['Forward', 'Center']",83,232.0,"November 23, 1971",['University of Hartford'],False,False,791,15.0,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47.0
Patrick Baldwin Jr.,2023,2025,"['Guard', 'Forward']",81,220.0,"November 18, 2002",['UW-Milwaukee'],False,True,93,3.7,2.0,0.5,40.5,37.3,65.8,53.2,11.0,0.6
Wade Baldwin,2017,2019,['Guard'],76,200.0,"March 29, 1996",['Vanderbilt'],False,False,56,3.1,1.2,1.4,35.5,25.0,77.6,38.2,7.1,-0.3
Renaldo Balkman,2007,2012,['Forward'],80,208.0,"July 14, 1984",['South Carolina'],False,False,221,4.0,3.5,0.6,51.0,17.2,54.2,51.8,14.3,7.2
Cedric Ball,1991,1991,['Forward'],80,210.0,"April 16, 1968",['UNC Charlotte'],False,False,7,1.1,1.6,0.0,37.5,,100.0,37.5,10.8,0.0
LaMelo Ball,2021,2025,['Guard'],79,180.0,"August 22, 2001",,False,True,231,21.0,6.0,7.4,42.1,36.5,83.7,50.8,18.9,13.6
Lonzo Ball,2018,2025,['Guard'],78,190.0,"October 27, 1997",['UCLA'],False,True,287,11.4,5.5,5.8,39.8,36.2,59.9,50.7,13.3,12.6
Greg Ballard,1978,1989,['Forward'],79,215.0,"January 29, 1955",['Oregon'],False,False,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54.0
Herschel Baltimore,1947,1947,['Forward'],76,195.0,"June 21, 1921",['Penn State'],False,False,58,2.4,,0.3,20.2,,46.4,,,0.3
Mo Bamba,2019,2025,['Center'],84,231.0,"May 12, 1998",['Texas'],False,True,364,6.8,5.4,0.8,47.7,35.6,68.2,55.0,16.4,15.6
Paolo Banchero,2023,2025,['Forward'],82,250.0,"November 12, 2002",['Duke'],False,True,198,22.4,7.1,4.6,44.5,32.0,73.0,48.7,17.1,11.1
Desmond Bane,2021,2025,['Guard'],77,215.0,"June 25, 1998",['TCU'],False,True,313,17.8,4.6,3.8,47.2,41.0,88.3,56.6,17.2,25.5
Gene Banks,1982,1987,"['Forward', 'Guard']",79,215.0,"May 15, 1959",['Duke'],False,False,468,11.3,5.8,2.9,53.9,4.3,73.0,53.9,15.1,31.2
Marcus Banks,2004,2011,['Guard'],74,200.0,"November 19, 1981","['Dixie State (UT)', ' UNLV']",False,False,348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6
Walker Banks,1971,1971,['Center'],82,205.0,"August 26, 1947",['Western Kentucky'],False,False,16,2.6,3.1,0.5,50.0,,41.2,50.0,6.4,0.2
Ken Bannister,1985,1991,"['Forward', 'Center']",81,235.0,"April 1, 1960","['Indiana State University', "" Saint Augustine's College""]",False,False,253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6
Mike Bantom,1974,1982,"['Forward', 'Center']",81,200.0,"December 3, 1951","[""Saint Joseph's""]",False,False,706,12.1,6.4,2.3,46.8,20.0,69.2,46.8,14.3,34.8
Dalano Banton,2022,2025,"['Guard', 'Forward']",81,204.0,"November 7, 1999",['Nebraska'],False,True,216,6.8,2.2,2.0,40.2,30.4,72.8,46.1,12.6,2.1
Cat Barber,2022,2022,['Guard'],74,190.0,"July 25, 1994",['NC State'],False,True,3,0.0,1.0,1.0,0.0,,0.0,0.0,-11.2,-0.1
John Barber,1957,1957,['Forward'],78,210.0,"June 27, 1927","['California State University', ' Los Angeles']",False,False,5,1.4,1.2,0.0,25.0,,50.0,,4.2,0.0
Leandro Barbosa,2004,2017,['Guard'],75,194.0,"November 28, 1982",,False,False,850,10.6,2.0,2.1,45.9,38.7,82.1,52.6,15.1,37.4
Steve Bardo,1992,1996,['Guard'],77,190.0,"April 5, 1968",['Illinois'],False,False,33,2.2,1.8,1.3,32.9,10.0,69.6,33.5,8.1,-0.1
J.J. Barea,2007,2020,['Guard'],70,180.0,"June 26, 1984",['Northeastern University'],False,False,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8
Andrea Bargnani,2007,2016,"['Forward', 'Center']",84,245.0,"October 26, 1985",,False,False,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9
Cliff Barker,1950,1952,['Guard'],74,185.0,"January 15, 1921",['Kentucky'],False,False,149,3.7,1.8,2.0,31.6,,66.2,,10.8,2.0
Tom Barker,1977,1979,"['Center', 'Forward']",83,225.0,"March 11, 1955","['Minnesota', ' College of Southern Idaho', ' Hawaii']",False,False,98,6.5,5.3,0.8,42.2,,69.2,,10.9,1.3
Charles Barkley,1985,2000,['Forward'],78,252.0,"February 20, 1963",['Auburn'],True,False,1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2
Erick Barkley,2001,2002,['Guard'],73,177.0,"February 21, 1978","[""St. John's""]",False,False,27,2.9,0.8,1.5,35.6,26.7,90.0,37.8,9.9,0.2
Don Barksdale,1952,1955,"['Forward', 'Center']",78,200.0,"March 31, 1923",['UCLA'],True,False,262,11.0,8.0,2.1,37.0,,66.0,,15.6,9.1
Dominick Barlow,2023,2025,['Forward'],81,221.0,"May 26, 2003",,False,True,96,4.2,3.1,0.8,51.9,25.0,68.0,53.5,13.8,2.8
Harrison Barnes,2013,2025,['Forward'],80,225.0,"May 30, 1992",['UNC'],False,True,993,13.9,4.8,1.8,46.0,38.5,81.0,52.8,13.7,61.6
Harry Barnes,1969,1969,['Forward'],75,205.0,"July 25, 1945",['Northeastern University'],False,False,22,2.0,1.2,0.2,28.1,,53.8,,2.4,-0.4
Jim Barnes,1965,1971,"['Center', 'Forward']",80,210.0,"April 13, 1941",['Texas-El Paso'],False,False,454,8.8,6.5,0.8,42.9,,68.4,,12.5,14.2
Marvin Barnes,1975,1980,"['Forward', 'Center']",80,210.0,"July 27, 1952",['Providence'],False,False,315,16.0,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6
Matt Barnes,2004,2017,['Forward'],79,226.0,"March 9, 1980",['UCLA'],False,False,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8
Scottie Barnes,2022,2025,"['Guard', 'Forward']",79,227.0,"August 1, 2001",['Florida State'],False,True,276,17.2,7.5,5.0,46.6,30.0,76.1,50.4,17.1,19.4
Dick Barnett,1960,1974,"['Guard', 'Forward']",76,190.0,"October 2, 1936",['Tennessee State'],True,False,971,15.8,2.9,2.8,45.6,,76.1,,14.7,68.7
Jim Barnett,1967,1977,"['Guard', 'Forward']",76,170.0,"July 7, 1944",['Oregon'],False,False,732,11.7,3.1,3.0,43.5,,79.7,,14.6,33.2
Nate Barnett,1976,1976,['Guard'],75,175.0,"January 29, 1953",['University of Akron'],False,False,12,2.3,0.7,0.7,46.2,0.0,37.5,46.2,4.9,0.0
John Barnhill,1963,1972,['Guard'],73,180.0,"March 20, 1938",['Tennessee State'],False,False,589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7
Norton Barnhill,1977,1977,['Guard'],76,205.0,"July 15, 1953",['Washington State'],False,False,4,1.0,0.8,0.3,33.3,,,,4.7,0.0
Leo Barnhorst,1950,1954,"['Forward', 'Guard']",76,190.0,"May 11, 1924",['Notre Dame'],False,False,344,9.4,5.4,3.2,36.8,,66.5,,14.2,13.3
John Barr,1947,1947,['Forward'],75,205.0,"August 18, 1918",['Penn State'],False,False,58,5.1,,0.9,28.3,,59.5,,,5.0
Mike Barr,1973,1977,['Guard'],75,180.0,"October 19, 1950",['Duquesne'],False,False,307,5.9,2.1,2.8,47.9,33.3,75.3,48.2,9.6,6.9
Moe Barr,1971,1971,['Guard'],76,195.0,"June 19, 1944",['Duquesne'],False,False,31,2.0,0.6,0.9,40.3,,84.6,,11.9,0.1
Andre Barrett,2005,2008,['Guard'],70,172.0,"February 21, 1982",['Seton Hall'],False,False,67,3.3,1.1,2.0,36.9,24.6,72.7,40.5,9.6,0.4
Ernie Barrett,1954,1956,"['Guard', 'Forward']",75,180.0,"August 27, 1929",['Kansas State'],False,False,131,4.9,2.6,1.7,36.9,,74.8,,9.3,0.8
Mike Barrett,1970,1973,['Guard'],74,155.0,"September 5, 1943",['West Virginia Tech'],False,False,187,13.4,3.2,3.9,44.0,31.0,74.6,46.1,12.4,7.4
RJ Barrett,2020,2025,"['Guard', 'Forward']",78,214.0,"June 14, 2000",['Duke'],False,True,387,18.8,5.6,3.3,44.1,34.6,69.7,49.4,13.9,13.3
Earl Barron,2006,2015,['Center'],84,250.0,"August 14, 1981",['Memphis'],False,False,140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,-0.6
Dana Barros,1990,2004,['Guard'],71,163.0,"April 13, 1967",['Boston College'],False,False,850,10.5,1.9,3.3,46.0,41.1,85.8,53.6,16.4,49.6
Brent Barry,1996,2009,['Guard'],78,185.0,"December 31, 1971",['Oregon State'],False,False,912,9.3,3.0,3.2,46.0,40.5,82.3,57.0,15.7,70.5
Drew Barry,1998,2000,['Guard'],77,191.0,"February 17, 1973",['Georgia Tech'],False,False,60,2.2,1.1,1.9,41.7,38.1,77.4,53.4,9.8,0.6
Jon Barry,1993,2006,['Guard'],76,195.0,"July 25, 1969","['University of the Pacific', ' Georgia Tech']",False,False,821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2
Rick Barry,1966,1980,['Forward'],79,205.0,"March 28, 1944",['Miami (FL)'],True,False,1020,24.8,6.7,4.9,45.6,29.7,89.3,46.0,21.0,128.9
Ed Bartels,1950,1951,['Forward'],77,195.0,"October 8, 1925",['NC State'],False,False,32,4.2,4.9,1.0,25.1,,53.8,,,-1.1
Vic Bartolome,1972,1972,['Center'],84,230.0,"September 29, 1948",['Oregon State'],False,False,38,0.9,1.6,0.1,25.4,,80.0,,4.4,-0.4
Will Barton,2013,2023,['Guard'],77,181.0,"January 6, 1991",['Memphis'],False,False,679,11.2,4.1,2.7,43.0,35.5,78.7,49.8,13.9,26.5
Eddie Basden,2006,2006,['Guard'],77,215.0,"February 15, 1983",['UNC Charlotte'],False,False,19,2.1,1.5,0.4,40.5,14.3,80.0,41.9,10.3,0.2
Jerry Baskerville,1976,1976,['Forward'],79,190.0,"November 10, 1951",['Temple'],False,False,21,1.2,1.3,0.1,30.8,,62.5,,8.0,0.0
Brandon Bass,2006,2017,['Forward'],80,250.0,"April 30, 1985",['LSU'],False,False,758,8.7,4.5,0.8,49.9,20.7,83.2,50.0,15.3,42.8
Paris Bass,2022,2022,['Forward'],80,200.0,"August 29, 1995",['Detroit Mercy'],False,True,2,3.0,2.0,0.0,33.3,0.0,100.0,33.3,13.9,0.0
Tim Bassett,1974,1980,"['Forward', 'Center']",80,225.0,"April 1, 1951","['College of Southern Idaho', ' Georgia']",False,False,473,6.2,6.7,1.2,42.3,28.6,58.8,42.4,10.2,12.9
Charles Bassey,2022,2025,['Center'],82,235.0,"October 28, 2000",['Western Kentucky'],False,True,113,4.3,4.3,0.8,63.1,23.1,64.8,63.6,19.1,3.8
Maceo Baston,2003,2009,['Forward'],81,215.0,"May 29, 1975",['Michigan'],False,False,105,2.7,1.7,0.2,61.6,37.5,74.0,62.5,14.4,2.3
Mengke Bateer,2002,2004,['Center'],83,290.0,"November 20, 1975",,False,False,46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,-0.1
Billy Ray Bates,1980,1983,['Guard'],76,210.0,"May 31, 1956",['Kentucky State University'],False,False,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9
Emoni Bates,2024,2025,['Guard'],82,170.0,"January 28, 2004","['Memphis', ' Eastern Michigan']",False,True,25,3.1,0.8,0.7,32.2,33.3,25.0,44.3,5.2,-0.2
Keita Bates-Diop,2019,2024,['Forward'],80,229.0,"January 23, 1996",['Ohio State'],False,True,283,6.0,3.0,0.9,47.4,33.3,75.1,52.9,12.7,7.4
Esteban Batista,2006,2007,"['Forward', 'Center']",82,270.0,"September 2, 1983",,False,False,70,1.7,2.5,0.2,43.8,0.0,61.7,43.8,7.9,0.3
Mike Batiste,2003,2003,['Forward'],80,225.0,"November 21, 1977",['Arizona State'],False,False,75,6.4,3.4,0.7,42.2,22.2,78.4,44.1,12.2,0.8
Tony Battie,1998,2012,"['Center', 'Forward']",83,230.0,"February 11, 1976",['Texas Tech'],False,False,837,6.1,5.1,0.6,48.8,16.2,69.0,49.0,12.6,36.4
Shane Battier,2002,2014,['Forward'],80,220.0,"September 9, 1978",['Duke'],False,False,977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7
Jamison Battle,2025,2025,['Forward'],79,220.0,"May 10, 2001","['George Washington', ' Minnesota', ' Ohio State']",False,True,59,7.1,2.7,0.9,42.9,40.5,88.9,58.1,10.7,1.7
John Battle,1986,1995,['Guard'],74,175.0,"November 9, 1962",['Rutgers University'],False,False,612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9
Kenny Battle,1990,1993,['Forward'],78,210.0,"October 10, 1964","['Northern Illinois', ' Illinois']",False,False,134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7
Dave Batton,1983,1984,['Center'],82,240.0,"March 26, 1956",['Notre Dame'],False,False,58,3.2,2.1,0.6,44.8,0.0,47.1,44.8,10.2,0.7
Lloyd Batts,1975,1975,"['Guard', 'Forward']",76,185.0,"May 9, 1951",['Cincinnati'],False,False,58,10.3,3.4,1.8,36.6,28.6,61.7,39.7,11.3,-0.5
Nicolas Batum,2009,2025,"['Forward', 'Guard']",80,230.0,"December 14, 1988",,False,True,1131,10.0,4.8,3.1,43.7,36.9,83.2,53.3,14.0,73.9
Damion Baugh,2025,2025,['Guard'],76,194.0,"August 3, 2000","['Memphis', ' TCU']",False,True,15,7.3,3.3,3.7,32.3,21.4,86.7,36.9,6.3,-0.5
Johnny Baum,1970,1974,['Forward'],77,200.0,"June 17, 1946","['Peirce College', ' Temple']",False,False,244,6.1,2.7,0.6,48.0,0.0,75.8,48.0,13.7,5.7
Frankie Baumholtz,1947,1947,['Guard'],70,170.0,"October 7, 1918",['Ohio University'],False,False,45,14.0,,1.2,29.8,,77.6,,,3.8
Lonny Baxter,2003,2006,['Forward'],80,260.0,"January 27, 1979",['Maryland'],False,False,162,3.9,2.9,0.2,46.6,20.0,65.7,46.7,11.6,2.9
Jerryd Bayless,2009,2019,['Guard'],75,200.0,"August 20, 1988",['Arizona'],False,False,586,8.4,2.1,2.9,41.1,36.1,81.8,47.1,12.2,18.6
Elgin Baylor,1959,1972,['Forward'],77,225.0,"September 16, 1934","['College of Idaho', ' Seattle University']",True,False,846,27.4,13.5,4.3,43.1,,78.0,,22.7,104.2
Howard Bayne,1968,1968,['Forward'],78,235.0,"July 28, 1942",['Tennessee'],False,False,69,4.9,6.6,1.0,36.0,14.3,53.8,36.1,8.2,0.8
Aron Baynes,2013,2021,['Center'],82,260.0,"December 9, 1986",['Washington State'],False,False,522,6.0,4.6,0.8,48.9,30.8,79.4,51.1,13.7,20.1
Sergei Bazarevich,1995,1995,['Guard'],74,168.0,"March 16, 1965",,False,False,10,3.0,0.7,1.4,50.0,16.7,77.8,52.3,13.6,0.2
Kent Bazemore,2013,2022,"['Guard', 'Forward']",76,195.0,"July 1, 1989",['Old Dominion'],False,True,657,8.2,3.2,1.8,41.3,35.6,72.4,48.8,11.4,13.5
Darius Bazley,2020,2024,['Forward'],80,208.0,"June 12, 2000",,False,True,237,8.9,5.2,1.2,41.4,30.9,67.7,47.6,11.2,3.1
Ed Beach,1951,1951,['Forward'],75,200.0,"January 25, 1929",['West Virginia'],False,False,12,1.8,2.1,0.3,21.1,,66.7,,,-0.3
Bradley Beal,2013,2025,['Guard'],76,207.0,"June 28, 1993",['Florida'],False,True,801,21.5,4.1,4.3,46.4,37.6,82.1,52.7,18.0,58.6
Al Beard,1968,1968,['Center'],81,200.0,"April 27, 1942",['Norfolk State'],False,False,12,2.5,3.8,0.0,52.2,,54.5,52.2,6.3,0.3
Butch Beard,1970,1979,['Guard'],75,185.0,"May 4, 1947",['Louisville'],False,False,605,9.3,3.4,3.6,48.7,,77.1,,15.0,32.8
Ralph Beard,1950,1951,['Guard'],70,175.0,"December 2, 1927",['Kentucky'],False,False,126,15.9,3.8,4.4,36.6,,77.0,,,11.2
Charlie Beasley,1968,1971,"['Guard', 'Forward']",77,190.0,"September 23, 1945",['SMU'],False,False,281,9.4,2.5,3.1,45.6,23.8,86.4,46.3,11.9,15.4
Jerome Beasley,2004,2004,['Forward'],82,237.0,"May 17, 1980","['Midland College', ' University of North Dakota']",False,False,2,1.0,0.5,0.0,33.3,,,33.3,5.9,0.0
John Beasley,1968,1974,"['Forward', 'Center']",81,225.0,"February 5, 1944",['Texas A&M'],False,False,506,13.7,8.4,1.2,49.1,31.6,83.1,49.9,19.5,37.9
Malik Beasley,2017,2025,['Guard'],76,187.0,"November 26, 1996",['Florida State'],False,True,578,11.7,2.8,1.4,42.6,39.1,76.9,55.3,12.4,20.1
Michael Beasley,2009,2019,['Forward'],81,235.0,"January 9, 1989",['Kansas State'],False,False,609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6
Zelmo Beaty,1963,1975,['Center'],81,225.0,"October 25, 1939",['Prairie View A&M University'],True,False,889,17.1,10.9,1.5,49.4,15.4,77.1,49.4,18.7,106.0
Rodrigue Beaubois,2010,2013,['Guard'],72,170.0,"February 24, 1988",,False,False,182,7.1,1.9,2.1,43.9,32.5,81.0,49.6,14.5,4.8
MarJon Beauchamp,2023,2025,['Guard'],78,199.0,"October 12, 2000",['Yakima Valley Community College'],False,True,135,4.1,1.9,0.6,43.0,35.4,71.8,52.2,9.3,1.2
Byron Beck,1968,1977,"['Center', 'Forward']",81,225.0,"January 25, 1945","['Columbia Basin College', ' Denver']",False,False,747,11.5,7.0,1.3,50.5,29.5,81.1,50.5,16.4,55.0
Corey Beck,1996,1999,['Guard'],73,190.0,"May 27, 1971","['South Plains College', ' Arkansas']",False,False,88,2.7,1.4,1.4,45.1,60.0,68.4,45.9,9.1,0.5
Ernie Beck,1954,1961,"['Guard', 'Forward']",76,190.0,"December 11, 1931",['Penn'],False,False,371,6.3,3.2,1.8,38.3,,76.2,,11.2,9.0
Art Becker,1968,1973,['Forward'],79,205.0,"January 12, 1942",['Arizona State'],False,False,414,12.5,6.3,1.0,48.0,32.1,83.5,48.1,16.3,28.1
Moe Becker,1947,1947,"['Guard', 'Forward']",73,185.0,"February 24, 1917",['Duquesne'],False,False,43,3.8,,0.7,19.6,,50.0,,,-2.4
Bob Bedell,1968,1971,['Forward'],79,205.0,"June 26, 1944",['Stanford'],False,False,269,8.4,5.2,1.2,42.3,19.0,77.4,42.6,15.9,5.6
William Bedford,1987,1993,['Center'],84,225.0,"December 14, 1963",['Memphis'],False,False,238,4.1,2.4,0.5,41.6,31.8,60.5,41.9,9.7,0.9
Reece Beekman,2025,2025,['Guard'],73,190.0,"October 8, 2001",['Virginia'],False,True,36,2.6,1.1,1.8,32.7,17.5,76.2,36.0,7.5,0.1
Hank Beenders,1947,1949,"['Center', 'Forward']",78,185.0,"June 2, 1916",['Long Island University'],False,False,111,8.4,,0.5,26.5,,68.7,,,2.0
Ron Behagen,1974,1980,"['Forward', 'Center']",81,185.0,"January 14, 1951",['Minnesota'],False,False,388,10.3,7.0,1.6,42.5,,75.4,42.5,14.2,13.0
Elmer Behnke,1952,1952,['Center'],79,210.0,"February 3, 1929",['Bradley'],False,False,4,4.0,4.3,1.0,27.3,,57.1,,7.8,-0.1
Marco Belinelli,2008,2020,"['Guard', 'Forward']",77,220.0,"March 25, 1986",,False,False,860,9.7,2.1,1.7,42.4,37.6,84.6,51.1,12.2,30.5
Charlie Bell,2002,2011,['Guard'],75,200.0,"March 12, 1979",['Michigan State'],False,False,376,8.5,2.2,2.3,41.2,36.1,76.9,48.8,11.2,12.5
Dennis Bell,1974,1976,['Forward'],77,185.0,"June 2, 1951",['Drake University'],False,False,63,2.8,1.9,0.4,37.4,,53.5,,10.7,0.1
Jordan Bell,2018,2022,['Forward'],80,216.0,"January 7, 1995",['Oregon'],False,True,161,3.7,3.1,1.2,55.2,20.0,63.6,55.6,15.0,4.9
Raja Bell,2001,2012,['Guard'],77,204.0,"September 19, 1976","['Boston University', ' Florida International University']",False,False,706,9.9,2.8,1.7,43.4,40.6,79.9,51.4,10.9,32.7
Troy Bell,2004,2004,['Guard'],73,180.0,"November 10, 1980",['Boston College'],False,False,6,1.8,0.7,0.7,22.2,0.0,100.0,22.2,-4.5,-0.2
Whitey Bell,1960,1961,['Guard'],72,180.0,"September 13, 1932",['NC State'],False,False,36,5.1,2.6,1.6,37.9,,63.0,,9.8,0.0
Walt Bellamy,1962,1975,['Center'],83,225.0,"July 24, 1939",['Indiana'],True,False,1043,20.1,13.7,2.4,51.6,,63.2,,19.9,130.0
